TABLA,ORDEN,VARIABLE,BLOQUE,DESCRIPCION,TIPO,UNIDAD,DECIMALES,AMBITO,FUENTE,VARIABLE_FUENTE,DERIVACION,UNIVERSO,NA_SIGNIFICA,DIMENSION_IVC,SENTIDO_SUGERIDO,SCRIPT,NOTAS
ageb_indicadores,134,POB_15YMAS_PRIM_INC,Conteos censales,Población de 15 años y más con primaria incompleta.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15PRI_IN,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,135,POB_15YMAS_PRIM_COM,Conteos censales,Población de 15 años y más con primaria completa (como máxima escolaridad).,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15PRI_CO,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,136,POB_15YMAS_SEC_INC,Conteos censales,Población de 15 años y más con secundaria incompleta.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15SEC_IN,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,137,POB_6A11,Conteos censales,Población de 6 a 11 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_6A11,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,138,POB_12A14,Conteos censales,Población de 12 a 14 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_12A14,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,139,POB_6A11_NOASIS,Conteos censales,Población de 6 a 11 años que no asiste a la escuela.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P6A11_NOA,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,140,POB_12A14_NOASIS,Conteos censales,Población de 12 a 14 años que no asiste a la escuela.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P12A14NOA,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,141,POB_15A17,Conteos censales,Población de 15 a 17 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_15A17,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,142,POB_18A24,Conteos censales,Población de 18 a 24 años.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P_18A24,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,143,POB_15A17_ASIS,Conteos censales,Población de 15 a 17 años que asiste a la escuela.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P15A17A,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,144,POB_18A24_ASIS,Conteos censales,Población de 18 a 24 años que asiste a la escuela.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,P18A24A,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,145,POB_PEA,Conteos censales,Población económicamente activa de 12 años y más.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PEA,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,146,POB_PEA_F,Conteos censales,Mujeres de 12 años y más económicamente activas.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PEA_F,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,147,POB_INAC,Conteos censales,Población de 12 años y más no económicamente activa.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PE_INAC,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,148,POB_INAC_F,Conteos censales,Mujeres de 12 años y más no económicamente activas.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PE_INAC_F,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,149,POB_DESOCUP,Conteos censales,Población de 12 años y más desocupada.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,PDESOCUP,Igual que POB_0A2.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,150,HOGARES,Conteos censales,Total de hogares censales.,decimal (conteo),hogares,,Ambos,CPV2020_AGEB / CPV2020_ITER,TOTHOG,"Directo (urbana) o suma (rural, grupo VIV).",,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,El censo considera un hogar por vivienda particular.
ageb_indicadores,151,HOGARES_JEFA,Conteos censales,Hogares censales con persona de referencia mujer.,decimal (conteo),hogares,,Ambos,CPV2020_AGEB / CPV2020_ITER,HOGJEF_F,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,152,VIV_OCUPANTES,Conteos censales,Ocupantes en viviendas particulares habitadas.,decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,OCUPVIVPAR,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,153,VIV_SIN_DRENAJE,Conteos censales,Viviendas que no disponen de drenaje.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_NODREN,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,Denominador para reagregar los porcentajes de vivienda: VIV_CARACT.
ageb_indicadores,154,VIV_SIN_ELECTRICIDAD,Conteos censales,Viviendas que no disponen de energía eléctrica.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_S_ELEC,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,155,VIV_SIN_AGUA,Conteos censales,Viviendas sin agua entubada en el ámbito de la vivienda.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_AGUAFV,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,156,VIV_PISO_TIERRA,Conteos censales,Viviendas con piso de tierra.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_PISOTI,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,157,VIV_1CUARTO,Conteos censales,Viviendas con un solo cuarto.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_1CUART,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,158,VIV_EXCUSADO,Conteos censales,Viviendas que disponen de excusado o sanitario.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_EXCSA,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,159,VIV_LETRINA,Conteos censales,Viviendas que disponen de letrina (pozo u hoyo).,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_LETR,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,160,VIV_TINACO,Conteos censales,Viviendas que disponen de tinaco.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_TINACO,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,161,VIV_CISTERNA,Conteos censales,Viviendas que disponen de cisterna o aljibe.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_CISTER,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,162,VIV_REFRI,Conteos censales,Viviendas que disponen de refrigerador.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_REFRI,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,163,VIV_LAVADORA,Conteos censales,Viviendas que disponen de lavadora.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_LAVAD,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,164,VIV_AUTO,Conteos censales,Viviendas que disponen de automóvil o camioneta.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_AUTOM,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,165,VIV_RADIO,Conteos censales,Viviendas que disponen de radio.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_RADIO,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,166,VIV_TELEFONO,Conteos censales,Viviendas que disponen de línea telefónica fija.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_TELEF,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,167,VIV_CELULAR,Conteos censales,Viviendas que disponen de teléfono celular.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_CEL,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,168,VIV_INTERNET,Conteos censales,Viviendas que disponen de internet.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_INTER,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,169,VIV_COMPU,Conteos censales,"Viviendas que disponen de computadora, laptop o tablet.",decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_PC,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,170,VIV_SIN_RADIO_TV,Conteos censales,Viviendas sin radio ni televisor.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_SINRTV,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,171,VIV_SIN_TEL_CEL,Conteos censales,Viviendas sin línea telefónica fija ni teléfono celular.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_SINLTC,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,172,VIV_SIN_TIC,Conteos censales,Viviendas sin tecnologías de la información y la comunicación.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_SINTIC,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,173,VIV_SIN_BIENES,Conteos censales,Viviendas sin ningún bien.,decimal (conteo),viviendas,,Ambos,CPV2020_AGEB / CPV2020_ITER,VPH_SNBIEN,Igual que HOGARES.,,S,Conteo para reagregar,n/a,04_census_urban.R; 05_census_rural.R,
ageb_indicadores,174,YEAR_GEOMETRY,Metadatos,Año de referencia de la geometría.,entero,año,,Ambos,PIPELINE,YEARS$geometry,Constante (2020).,,Nunca,Metadato,n/a,00_config.R,
ageb_indicadores,175,YEAR_CENSUS,Metadatos,Año de referencia del censo.,entero,año,,Ambos,PIPELINE,YEARS$census,Constante (2020).,,Nunca,Metadato,n/a,00_config.R,
ageb_indicadores,176,YEAR_CONEVAL,Metadatos,Año de referencia del GRS de CONEVAL.,entero,año,,Ambos,PIPELINE,YEARS$coneval,Constante (2020).,,Nunca,Metadato,n/a,00_config.R,
ageb_indicadores,177,YEAR_DENUE,Metadatos,Versión del DENUE.,texto,año-mes,,Ambos,PIPELINE,YEARS$denue,Constante ('2026-05').,,Nunca,Metadato,n/a,00_config.R,Se escribe a mano en 00_config.R: actualizarlo si se vuelve a descargar el DENUE.
ageb_indicadores,178,YEAR_HIDRO,Metadatos,Año de referencia de la capa de cuerpos de agua.,entero,año,,Ambos,PIPELINE,YEARS$hidro,Constante (2018).,,Nunca,Metadato,n/a,00_config.R,"Continuo topográfico 1:50,000 serie III, levantamiento 2013–2018."
ageb_indicadores,179,YEAR_USV,Metadatos,Año de referencia de la capa de uso de suelo y vegetación.,entero,año,,Ambos,PIPELINE,YEARS$usv,Constante (2021).,,Nunca,Metadato,n/a,00_config.R,"Serie VII, publicada en 2021 con imágenes de año base 2018."
ageb_indicadores,180,YEAR_CLUES,Metadatos,Corte del catálogo CLUES de establecimientos de salud.,texto,año-mes,,Ambos,PIPELINE,YEARS$clues,Constante ('2026-07').,,Nunca,Metadato,n/a,00_config.R,Se escribe a mano en 00_config.R junto con URL_CLUES y CLUES_FILE: actualizar los tres si se descarga otro corte.
ageb_indicadores,181,YEAR_CEM,Metadatos,Año de publicación del Continuo de Elevaciones Mexicano 4.0.,entero,año,,Ambos,PIPELINE,YEARS$cem,Constante (2024).,,Nunca,Metadato,n/a,00_config.R,Imágenes de radar ALOS PALSAR de 2006–2011.
ageb_indicadores,182,YEAR_RED_HIDRO,Metadatos,Año de la edición 2.0 de la Red Hidrográfica 1:50 000.,entero,año,,Ambos,PIPELINE,YEARS$red_hidro,Constante (2010).,,Nunca,Metadato,n/a,00_config.R,Construida sobre cartas topográficas 1:50 000 de 1995–2002 según la subcuenca.
ageb_indicadores,183,YEAR_COSTA,Metadatos,Año de la capa de línea de costa de CONABIO.,entero,año,,Ambos,PIPELINE,YEARS$costa,Constante (2018).,,Nunca,Metadato,n/a,00_config.R,Imágenes RapidEye de 2011–2014.
ageb_indicadores,184,YEAR_CENAPRED,Metadatos,Actualización del Sistema de Indicadores Municipales del Atlas Nacional de Riesgos.,entero,año,,Ambos,CENAPRED_SITU2023,YEARS$cenapred,Constante (2023).,,Nunca,Metadato,n/a,13_hazard.R,Los indicadores sociodemográficos con los que CENAPRED construyó estos grados vienen del censo 2020; 2023 es el corte de publicación.
ageb_geom,1,ID_AGEB,Identificación,"Clave única de la AGEB (llave hacia ageb_indicadores).",texto,clave,,Ambos,MG2020,CVEGEO,"Igual que en ageb_indicadores.",,Nunca,Identificación,n/a,12_export.R,"GeoPackage, capa 'ageb', EPSG:4326."
ageb_geom,2,AMBITO,Identificación,"Ámbito de la AGEB.",categórica,,,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Identificación,n/a,12_export.R,
ageb_geom,3,CVE_ENT,Identificación,"Clave de entidad.",texto,clave,,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Identificación,n/a,12_export.R,
ageb_geom,4,CVE_MUN,Identificación,"Clave de municipio.",texto,clave,,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Identificación,n/a,12_export.R,
ageb_geom,5,NOM_MUN,Identificación,"Nombre del municipio.",texto,,,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Identificación,n/a,12_export.R,
ageb_geom,6,NOM_LOC,Identificación,"Nombre de la localidad.",texto,,,Ambos,MG2020 / CPV2020_ITER,,"Copia de ageb_indicadores.",,E,Identificación,n/a,12_export.R,
ageb_geom,7,AREA_KM2,Geometría,"Superficie de la AGEB.",decimal,km²,6,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Contexto,n/a,12_export.R,
ageb_geom,8,POB_TOTAL,Población base,"Población total.",decimal (conteo),personas,,Ambos,CPV2020_AGEB / CPV2020_ITER,,"Copia de ageb_indicadores.",,Nunca,Población base,n/a,12_export.R,
ageb_geom,9,GRS_GRADO,Validación CONEVAL,"Grado de Rezago Social.",categórica ordinal,,,Solo urbana,CONEVAL_GRS2020,,"Copia de ageb_indicadores.",,E; S,Validación externa,+,12_export.R,
ageb_geom,10,geom,Geometría,"Polígono o multipolígono de la AGEB.",geometría,EPSG:4326,,Ambos,MG2020,geometría,"Geometría del MG tras st_make_valid(), reproyectada a EPSG:4326.",,Nunca,Identificación,n/a,12_export.R,"Para calcular áreas o distancias reproyecta a EPSG:6372."
denue_establishments,1,ID_AGEB,Identificación,"AGEB a la que se asignó el establecimiento.",texto,clave,,Ambos,DENUE,cve_ent + cve_mun + cve_loc + ageb,"Primero se prueba la clave urbana; si no existe en el MG, la rural (CVE_LOC = '0000').",,Nunca,Identificación,n/a,07_denue.R,"Puede no existir en el MG (se registra en el log)."
denue_establishments,2,NOM_ESTAB,DENUE,"Nombre del establecimiento.",texto,,,Ambos,DENUE,nom_estab,,,Según DENUE,Contexto,n/a,07_denue.R,
denue_establishments,3,SCIAN,DENUE,"Código de actividad SCIAN a 6 dígitos.",texto,clave,,Ambos,DENUE,codigo_act,,,Nunca,Contexto,n/a,07_denue.R,
denue_establishments,4,SECTOR,DENUE,"Sector SCIAN (2 primeros dígitos).",texto,clave,,Ambos,PIPELINE,codigo_act,"substr(codigo_act, 1, 2).",,Nunca,Contexto,n/a,07_denue.R,
denue_establishments,5,PER_OCU_STRATUM,DENUE,"Estrato de personal ocupado.",categórica,,,Ambos,DENUE,per_ocu,"Texto tal cual (p. ej. '0 a 5 personas').",,Según DENUE,Contexto,n/a,07_denue.R,"Es un rango, no un número: nunca sumarlo."
denue_establishments,6,LON,DENUE,"Longitud del establecimiento.",decimal,grados decimales (EPSG:4326),,Ambos,DENUE,longitud,"Se anula si cae fuera del rectángulo envolvente de la entidad (+0.05°).",,C: coordenada ausente o fuera de la entidad,Contexto,n/a,07_denue.R,"El establecimiento se sigue contando: la asignación usa la clave, no la coordenada."
denue_establishments,7,LAT,DENUE,"Latitud del establecimiento.",decimal,grados decimales (EPSG:4326),,Ambos,DENUE,latitud,"Igual que LON.",,C,Contexto,n/a,07_denue.R,
denue_ageb_sector,1,ID_AGEB,Identificación,"Clave de la AGEB.",texto,clave,,Ambos,DENUE,,,,Nunca,Identificación,n/a,07_denue.R,"Formato largo: una fila por AGEB × sector con al menos un establecimiento."
denue_ageb_sector,2,SECTOR,DENUE,"Sector SCIAN (2 dígitos).",texto,clave,,Ambos,DENUE,codigo_act,,,Nunca,Contexto,n/a,07_denue.R,
denue_ageb_sector,3,N_UNITS,DENUE,"Unidades económicas del sector en la AGEB.",entero,establecimientos,,Ambos,PIPELINE,,"Conteo.",,Nunca,Contexto,n/a,07_denue.R,
ageb_landuse_detail,1,ID_AGEB,Identificación,"Clave de la AGEB.",texto,clave,,Ambos,MG2020,,,,Nunca,Identificación,n/a,09_landuse.R,"Formato largo: una fila por AGEB × clase de uso de suelo presente."
ageb_landuse_detail,2,USO_CLASE,Uso de suelo,"Clase de uso de suelo y vegetación.",categórica,,,Ambos,INEGI_USV7,DESCRIPCIO,,,Nunca,Contexto,n/a,09_landuse.R,
ageb_landuse_detail,3,CLASS_AREA_KM2,Uso de suelo,"Superficie de la clase dentro de la AGEB.",decimal,km²,,Ambos,PIPELINE,,"Área (EPSG:6372) de la intersección AGEB ∩ USV, disuelta por AGEB y clase.",,Nunca,Contexto,n/a,09_landuse.R,"Disolver antes de medir evita contar dos veces polígonos traslapados (D-28)."
ageb_landuse_detail,4,AREA_KM2,Geometría,"Superficie total de la AGEB.",decimal,km²,,Ambos,MG2020,,"Copia de ageb_indicadores.",,Nunca,Contexto,n/a,09_landuse.R,
ageb_landuse_detail,5,CLASS_PCT,Uso de suelo,"Porcentaje de la AGEB cubierto por la clase.",decimal,%,,Ambos,PIPELINE,,"min(100, 100 × CLASS_AREA_KM2 / AREA_KM2).",AREA_KM2,Nunca,Contexto,n/a,09_landuse.R,"Las clases de una AGEB pueden sumar menos de 100 si la capa USV no la cubre completa."
quality_control_report,1,CVE_ENT,Control de calidad,"Clave de entidad.",texto,clave,,,PIPELINE,,,,Nunca,Metadato,n/a,11_qc.R,"Una fila por control (29 por entidad). La versión _MX concatena todas."
quality_control_report,2,CHECK,Control de calidad,"Nombre del control.",texto,,,,PIPELINE,,,,Nunca,Metadato,n/a,11_qc.R,"Descritos en docs/DECISIONES.md, sección Controles de calidad."
quality_control_report,3,STATUS,Control de calidad,"Resultado del control.",categórica,,,,PIPELINE,,"PASS o FAIL.",,Nunca,Metadato,n/a,11_qc.R,
quality_control_report,4,DETAIL,Control de calidad,"Evidencia numérica del resultado.",texto,,,,PIPELINE,,,,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,1,CVE_MUN_FULL,Control de calidad,"Clave municipal completa (entidad + municipio).",texto,clave,,,MG2020,,,,Nunca,Identificación,n/a,11_qc.R,"Una fila por municipio."
qc_municipal_coverage,2,AGEB_AREA,Control de calidad,"Suma de la superficie de las AGEB del municipio.",decimal,km²,,,PIPELINE,,"Σ AREA_KM2.",,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,3,N_AGEB,Control de calidad,"Número de AGEB del municipio.",entero,AGEB,,,PIPELINE,,,,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,4,NOM_MUN,Control de calidad,"Nombre del municipio.",texto,,,,MG2020,NOMGEO,,,Nunca,Identificación,n/a,11_qc.R,
qc_municipal_coverage,5,MUN_AREA_KM2,Control de calidad,"Superficie del polígono municipal del mismo Marco Geoestadístico.",decimal,km²,,,MG2020,geometría,"Área en EPSG:6372.",,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,6,DIFF_KM2,Control de calidad,"Diferencia de superficie AGEB − municipio.",decimal,km²,,,PIPELINE,,"AGEB_AREA − MUN_AREA_KM2.",,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,7,DIFF_PCT,Control de calidad,"Diferencia relativa de superficie.",decimal,%,,,PIPELINE,,"100 × DIFF_KM2 / MUN_AREA_KM2.",,Nunca,Metadato,n/a,11_qc.R,
qc_municipal_coverage,8,KIND,Control de calidad,"Tipo de discrepancia, solo si rebasa ambas tolerancias.",categórica,,,,PIPELINE,,"'gap' (hueco real) o 'attribution' (franja que otro municipio compensa).",,Vacío = dentro de tolerancia,Metadato,n/a,11_qc.R,"Ver D-08."
